coordinate,name,borough
"POINT(-73.97307174354154, 40.63464967844477)",TALMUD TORAH MEVAKSHEI HASHEM SCHOOL,Brooklyn
"POINT(-73.95536287611459, 40.61897790524817)",SHAARE TORAH HIGH SCHOOL GIRLS,Brooklyn
"POINT(-73.77735387076908, 40.77803764706462)",CHABAD ACADEMY OF THE ARTS & SCIENCES,Queens
"POINT(-73.96813655059253, 40.67824436674337)",LURIA ACADEMY OF BROOKLYN,Brooklyn
"POINT(-73.98392477670646, 40.62626825116416)",JEWISH CENTER FOR SPECIAL EDUCATION,Brooklyn
"POINT(-73.9605948185788, 40.61989769660282)",YESHIVA BIRCHAS SHMUEL,Brooklyn
"POINT(-73.95532150032433, 40.69291616495451)",BNOS SQUARE OF WILLIAMSBURG SCHOOL,Brooklyn
"POINT(-73.95758986148975, 40.6960385667459)",TIFERES BNOS SCHOOL,Brooklyn
"POINT(-73.99288355821277, 40.62038133404534)",TIFERES MIRIAM HIGH SCHOOL FOR GIRLS,Brooklyn
"POINT(-73.96062937263149, 40.59485482056531)",YESHIVAT DARCHEI ERES HIGH SCHOOL,Brooklyn
"POINT(-73.98803680269492, 40.63581575607256)",BNOS YAAKOV HIGH SCHOOL,Brooklyn
"POINT(-73.98771564694682, 40.63555923219303)",BNOS CHAYA SCHOOL,Brooklyn
"POINT(-73.95491228506192, 40.68962156583666)",TALMUD TORAH DNITRA,Brooklyn
"POINT(-73.99245109217686, 40.628680554404504)",BAIS UVI SCHOOL,Brooklyn
"POINT(-73.98409429415052, 40.63899755283521)",BAIS YAAKOV OF BENSONHURST SCHOOL,Brooklyn
"POINT(-73.95959384345063, 40.696823395429234)",BNOS SPINKA BOYS SCHOOL,Brooklyn
"POINT(-73.98621934235855, 40.64304439762028)",MESIVTA NESIVOS HATALMUD SCHOOL,Brooklyn
"POINT(-74.13352566986963, 40.63230791864986)",CHABAD LUBAVITCH OF STATEN ISLAND,Staten Island
"POINT(-73.96605458811281, 40.626921169994496)",BNOT CHAYA ACADEMY,Brooklyn
"POINT(-73.95928077294197, 40.61827147772918)",REACH FOR THE STARS LEARNING CENTER,Brooklyn
"POINT(-73.99367558186609, 40.645320620825565)",BAIS ESTHER SCHOOL 39 ST,Brooklyn
"POINT(-73.98280237225482, 40.638742000727845)",BAIS TZIPORAH SCHOOL,Brooklyn
"POINT(-73.8537926134966, 40.714737639074144)",YESHIVA GEDOLA LUBAVITCH,Queens
"POINT(-74.01090475786474, 40.64848334745495)",SUNSET PARK CHILDRENS SCHOOL,Brooklyn
"POINT(-73.8268504600787, 40.770872395920684)",LINDEN HILL POST OFFICE,Queens
"POINT(-74.15251964140379, 40.62531307010505)",CHRIST METHODIST CHURCH,Staten Island
"POINT(-74.0296313712523, 40.63303701074751)",BAY RIDGE CHRIST CHURCH,Brooklyn
"POINT(-73.96919337109286, 40.76055404163999)",FITZPATRICK HOTEL,Manhattan
"POINT(-73.93580833297423, 40.803273299257114)",WASHINGTON HOTEL,Manhattan
"POINT(-73.93485033789635, 40.803055935478994)",125 STREET LIBRARY,Manhattan
"POINT(-74.00336722268956, 40.728042899806795)",E024,Manhattan
"POINT(-73.90699382811754, 40.87592296469683)",MARBLE HILL HOUSES BUILDING 7,Manhattan
"POINT(-73.90803342269356, 40.87653719329458)",MARBLE HILL PROJECTS BLDG 10,Manhattan
"POINT(-73.90748352486246, 40.875796807088)",MARBLE HILL PROJECTS BLDG 8,Manhattan
"POINT(-73.90817375273544, 40.87523292101767)",MARBLE HILL HOUSES BUILDING 9,Manhattan
"POINT(-74.15789465373557, 40.60589234404159)",THE WILLOWBROOK POND,Staten Island
"POINT(-73.97553417739815, 40.762525608198736)",ARGENTINA CONSULATE,Manhattan
"POINT(-73.98400175547059, 40.739523696960326)",KENMORE HOTL,Manhattan
"POINT(-73.77481657186824, 40.86182391866044)",THE BLAUZES,The Bronx
"POINT(-73.9680387725342, 40.68771413419388)",CADMAN MEMORIAL CHURCH,Brooklyn
"POINT(-74.11638619225403, 40.57453887863406)",MS ROSEMARYS TINY TOT PRESCHOOL,Staten Island
"POINT(-73.8427994834259, 40.869048495506696)",CAVANAUGH TRIANGLE,The Bronx
"POINT(-73.90175071980134, 40.8409559520192)",EMS BC18,The Bronx
"POINT(-73.82830257502216, 40.75644852194618)",FLUSHING POST OFFICE,Queens
"POINT(-73.83979557608804, 40.82736495886372)",HOME DEPOT BRUCKNER BLVD,The Bronx
"POINT(-73.82534204059988, 40.8714598037385)",CO-OP CITY BUILDING 22,The Bronx
"POINT(-73.82670268958867, 40.87652557881081)",CO-OP CITY - 10,The Bronx
"POINT(-74.13767021635059, 40.56276443256864)",OCEANVIEW CEMETERY LAKE,Staten Island
"POINT(-73.83256143778787, 40.825822457069926)",ST RAYMOND CEMETERY ANNEX,The Bronx
"POINT(-74.09895612047663, 40.62001033023778)",WOODLAND CEMETERY,Staten Island
"POINT(-73.78455751278217, 40.84952381952087)",PELHAM CEMETERY,The Bronx
"POINT(-73.97486404905199, 40.594399643844135)",GRAVESEND CEMETERY,Brooklyn
"POINT(-73.86809698316978, 40.894219840408994)",WOODLAWN CEMETERY,The Bronx
"POINT(-73.83286581072504, 40.825691315033346)",ST RAYMONDS MAIN CEMETERY,The Bronx
"POINT(-74.09621819392927, 40.62210003665559)",SILVER MT CEMETERY,Staten Island
"POINT(-73.91784455485411, 40.743579215553716)",LITTLE FRIENDS SCHOOL SUNNYSIDE,Queens
"POINT(-74.00272684457892, 40.601889891402124)",SHOSTAKOVICH  SCHOOL OF MUSIC & ART,Brooklyn
"POINT(-73.94914257801747, 40.65016916761001)",NEW HOPE DAY CARE,Brooklyn
"POINT(-73.98157322582477, 40.69289600746369)",DUFFIELD CHILDRENS CENTER,Brooklyn
"POINT(-73.9169926058061, 40.82939273893847)",HAC PARADISE LEARNING CENTER,The Bronx
"POINT(-73.99968557073682, 40.622777796797116)",EDEN NURSERY,Brooklyn
"POINT(-73.90000539412374, 40.64384543290661)",KHYLE BRENAJ KIDDIE DAY CARE,Brooklyn
"POINT(-73.86422366203958, 40.761407696034894)",JEROME HARDEMAN EARLY CHILDHOOD CENTER,Queens
"POINT(-73.86139947262147, 40.82811864794777)",WATSON AVENUE EARLY CHILDHOOD CENTER,The Bronx
"POINT(-73.87365051735462, 40.71171900297138)",HAPPY CATERPILLAR CLUBHOUSE CHILDCARE & PRESCHOOL,Queens
"POINT(-74.1192150556745, 40.61369013166091)",CASTLETON HILL MORAVIAN PRESCHOOL,Staten Island
"POINT(-73.985322454067, 40.74842927376081)",THE EMPIRE STATE BUILDING,Manhattan
"POINT(-73.7458685251616, 40.610325411112605)",FAR ROCKAWAY N/H,Queens
"POINT(-74.00263060054272, 40.609068872276936)",HOLY FAMILY HOME,Brooklyn
"POINT(-73.94045933298628, 40.810450408170624)",HARLEM PENTECOSTAL ASSEMB,Manhattan
"POINT(-73.81952217575642, 40.76698755450222)",DONNELY ADULT HOME,Queens
"POINT(-73.84895529498841, 40.88260439044956)",FAITH CHRISTIAN ACADEMY,The Bronx
"POINT(-73.85401020677809, 40.679529040079174)",ACACIA CEMETERY,Queens
"POINT(-73.83747174902413, 40.85818214239782)",COMMUNITY ACTION FOR HUMAN SERVICES,The Bronx
"POINT(-73.88688210956774, 40.852134734968566)",NOTRE DAME HOME,The Bronx
"POINT(-73.80530358902051, 40.781561392269204)",CLEARVW NRSG HOME,Queens
"POINT(-73.84833366626577, 40.887733832977155)",LACONIA NH,The Bronx
"POINT(-74.13072222193888, 40.579497440090094)",EGER NURSING HOME,Staten Island
"POINT(-73.7493556699022, 40.5995284251965)",NEW HAVEN MANR HME,Queens
"POINT(-73.91807721627714, 40.661008684336764)",DC15,Brooklyn
"POINT(-73.80903971286543, 40.75017207437146)",S M KOPYTKO TRIANGLE,Queens
"POINT(-73.84521463273782, 40.86975294707264)",BETTY BRADY SQUARE,The Bronx
"POINT(-73.87126833753241, 40.69061595860493)",MAIMONIDES CEMETERY,Brooklyn
"POINT(-73.78840175939713, 40.76419349123077)",CAPT MANHEIM CIRCLE,Queens
"POINT(-73.93544975962322, 40.583622349138246)",GREENLAWN COLONY,Brooklyn
"POINT(-74.00415111891597, 40.711149542871794)",DRUMGOOLE PLAZA,Manhattan
"POINT(-73.89743703363543, 40.69352451321813)",KNOLLWOOD PARK CEMETERY,Queens
"POINT(-73.90565088662994, 40.777292342152094)",LAWRENCE FAMILY BURIAL GROUND,Queens
"POINT(-74.19600574566853, 40.535378907015655)",BF01,Staten Island
"POINT(-73.89898933854955, 40.68580740455501)",CEMETERY OF THE EVERGREEN,Queens
"POINT(-73.8698856484114, 40.6909411456179)",MT HOPE CEMETERY,Brooklyn
"POINT(-73.87445589248007, 40.689900629150806)",CYPRESS HILLS CEMETERY,Brooklyn
"POINT(-73.88335582589356, 40.70032108702301)",CYPRESS HILLS CEMETERY,Queens
"POINT(-73.87972613208643, 40.73682487913382)",NEWTOWN ITALIAN SENIOR CENTER,Queens
"POINT(-73.97967687390708, 40.749877291006364)",70 PARK AVENUE,Manhattan
"POINT(-73.9411500082974, 40.82228303949965)",ST PAULS COMMUNITY CHURCH,Manhattan
"POINT(-73.98120220850147, 40.749823120133414)",MORGANS HOTEL,Manhattan
"POINT(-74.0177516528798, 40.65530353658727)",PIER 5-BUSH TERMNL,Brooklyn
"POINT(-73.97916670960204, 40.76227152732983)",NY HILTON HOTEL,Manhattan
"POINT(-74.01636135673691, 40.65550733033938)",BUSH PIERS,Brooklyn
"POINT(-73.84610863075063, 40.69799413626538)",PS 66,Queens
"POINT(-73.95655016009025, 40.81422185160945)",ANTIOCH DAY CARE CENTER,Manhattan
"POINT(-73.96659543587687, 40.634223064293145)",NAYEMA UNIVERSAL CHILD CARE CENTER,Brooklyn
"POINT(-73.95399458192365, 40.63994028851722)",NEW GENERATION LEARNING CENTER,Brooklyn
"POINT(-73.95702546866862, 40.813787041379896)",GEORGE BRUCE LIBRARY,Manhattan
"POINT(-73.78273881499956, 40.74147514460073)",FRESH MEADOWS POST OFFICE,Queens
"POINT(-73.85812451654742, 40.89261754811947)",WAKEFIELD POST OFFICE,The Bronx
"POINT(-73.87742556317485, 40.839572056975726)",WEST FARMS POST OFFICE,The Bronx
"POINT(-73.7319341340621, 40.69279038015098)",POST OFF-CAMBRA HT,Queens
"POINT(-73.89365249763615, 40.72716082069264)",SELFHELP MASPETH SENIOR CENTER,Queens
"POINT(-73.9706183961978, 40.75066061214086)",BEAUX ARTS APARTMENTS 310,Manhattan
"POINT(-73.88719527323936, 40.82741279680222)",ROSA WARDELL DAY CARE CENTER,The Bronx
"POINT(-74.02870873055677, 40.644007222324475)",HARBOR CHARLIE,Brooklyn
"POINT(-73.89308490165291, 40.72701883730414)",MASPETH LIBRARY,Queens
"POINT(-74.02254561439494, 40.64464541763245)",HARBOR SCUBA,Brooklyn
"POINT(-73.90560004983026, 40.81883069749767)",MS 298,The Bronx
"POINT(-73.98842957120186, 40.749569511087024)",HERALD CENTER,Manhattan
"POINT(-73.98688222374226, 40.74970139956182)",TUNISIA CONSULATE,Manhattan
"POINT(-73.96000406104386, 40.60895505523633)",YESHIVA OF BELLE HARBOR,Brooklyn
"POINT(-73.92922846610388, 40.864613963310596)",FORT TRYON PARK ARDEN ST ENTRANCE,Manhattan
"POINT(-73.93059667390574, 40.865633544280044)",FORT TRYON PARK RIVERSIDE DR OVERLOOK,Manhattan
"POINT(-73.93095200810663, 40.86554319132403)",FORT TRYON PARK ADA PARKING LOT,Manhattan
"POINT(-73.93103716947992, 40.86522726816398)",FORT TRYON PARK CLOISTERS BUS STOP,Manhattan
"POINT(-73.9321034135444, 40.86597028469118)",FORT TRYON PARK OVERLOOK BELOW CLOISTERS,Manhattan
"POINT(-73.93227891284371, 40.8654511431545)",FORT TRYON PARK NORTH EASTERN PARKING LOT,Manhattan
"POINT(-73.93206129316438, 40.86568044891345)",FORT TRYON PARK HENRY HUDSON OVERLOOK,Manhattan
"POINT(-73.93175098337112, 40.86581309597268)",FORT TRYON PARK CLOISTERS SUNKEN PARKING LOT,Manhattan
"POINT(-73.9325464214888, 40.86487113118201)",FORT TRYON PARK WESTERN PARKING LOT,Manhattan
"POINT(-73.93063872619177, 40.864534129845595)",FORT TRYON PARK ALPINE GARDEN,Manhattan
"POINT(-73.93061370508444, 40.863530509973074)",FORT TRYON PARK PETER J SHARP GATE,Manhattan
"POINT(-73.9310514358981, 40.863220835536865)",FORT TRYON PARK DONGAN LAWN,Manhattan
"POINT(-73.93208227320116, 40.86408551847265)",FORT TRYON PARK CLOISTERS SOUTHERN PARKING LOT,Manhattan
"POINT(-73.93273701307734, 40.86414024214064)",FORT TRYON PARK OVERLOOK NORTH,Manhattan
"POINT(-73.93271630623447, 40.86364513586089)",FORT TRYON PARK CLOISTERS LAWN,Manhattan
"POINT(-73.93313033925901, 40.86316638345333)",FORT TRYON PARK OVERLOOK SOUTH,Manhattan
"POINT(-73.93315746368036, 40.8625545761078)",FORT TRYON PARK ABBYS LAWN,Manhattan
"POINT(-73.93289031094915, 40.86196876099626)",FORT TRYON PARK FLAG POLE OVERLOOK,Manhattan
"POINT(-73.93398062632396, 40.85962006644827)",MARGARET CORBIN CIRCLE,Manhattan
"POINT(-73.93196535507083, 40.86176293660305)",FORT TRYON PARK SIR WILLIAMS DOG RUN,Manhattan
"POINT(-73.9333835343524, 40.861814078363146)",FORT TRYON PARK LINDEN TERRACE,Manhattan
"POINT(-73.93370950082516, 40.86190885720988)",FORT TRYON PARK LINDEN TERRACE OVERLOOK,Manhattan
"POINT(-73.93146611813377, 40.86185738268865)",FORT TRYON PARK GAZEBO,Manhattan
"POINT(-73.93275635721278, 40.86082458794653)",FORT TRYON PARK NEW LEAF CAFE,Manhattan
"POINT(-73.93271831439743, 40.86064691011786)",FORT TRYON PARK NEW LEAF RESTROOM,Manhattan
"POINT(-73.93239038823675, 40.86053124670456)",FORT TRYON PARK NEW LEAF CAFE PARKING LOT,Manhattan
"POINT(-73.93161181332286, 40.859865337630175)",FORT TRYON PARK BENNETT LAWN,Manhattan
"POINT(-73.93312112221284, 40.86021655862269)",FORT TRYON PARK CAFE LAWN,Manhattan
"POINT(-73.98427580388051, 40.640593832725216)",TALMUD TORAH OHEL YOCHANAN SCHOOL,Brooklyn
"POINT(-73.98548062858018, 40.65817169645121)",MESILAS BAIS YAAKOV SCHOOL,Brooklyn
"POINT(-73.94372617793725, 40.612768638733264)",YESHIVA OHR YISRAEL,Brooklyn
"POINT(-73.9630300906093, 40.706170231282485)",YESHIVA JESODA HATORA BEDFORD AV,Brooklyn
"POINT(-73.84744595998565, 40.72939328160183)",YESHIVA TIFFERET ZION,Queens
"POINT(-73.98462136493308, 40.632516095365304)",BOBOVER YESHIVA BNEI ZION SCHOOL 47 ST,Brooklyn
"POINT(-73.95840920762474, 40.699636515337914)",TALMUD TZEMACH TZADIK VIZNITZ SCHOOL,Brooklyn
"POINT(-73.92965248169867, 40.66714184078188)",OHR MENACHEM SCHOOL,Brooklyn
"POINT(-73.95886746412886, 40.69495415360641)",TALMUD TORAH TASHBAR SCHOOL,Brooklyn
"POINT(-73.99445739912835, 40.633523310205646)",TALMUD TORAH DARKEI CHAIM SCHOOL,Brooklyn
"POINT(-73.98178196761158, 40.63354810835423)",YESHIVA BETH HILLEL OF KRASNA 44 ST,Brooklyn
"POINT(-73.82156755380886, 40.86162798682551)",CO-OP CITY BUILDING 31,The Bronx
"POINT(-73.83062194215306, 40.87820602873375)",CO-OP CITY BUILDING 2,The Bronx
"POINT(-73.80531782383903, 40.86046099280514)",TURTLE COVE,The Bronx
"POINT(-73.80559136729528, 40.87176968885684)",BARTOW PELL MANSON,The Bronx
"POINT(-73.79319842977596, 40.86583014358561)",ORCHARD BEACH,The Bronx
"POINT(-73.79736676313, 40.87232331148446)",PELHAM BAY PARK KAYAK LAUNCH,The Bronx
"POINT(-73.94269318704303, 40.813021503775914)",REDEEMED CHRISTIAN CHURCH OF GOD HOUSE OF PRAYER,Manhattan
"POINT(-73.98241516518578, 40.78082410206896)",ST AGNES RESIDENCE,Manhattan
"POINT(-73.91906832121724, 40.82396642043448)",MARSHALL ENGLAND EARLY LEARNING CENTER,The Bronx
"POINT(-74.14157095218643, 40.61628649734727)",HOLY FAMILY R C CHURCH,Staten Island
"POINT(-73.98266872315523, 40.78093038153452)",FIRST FRIENDS PRESCHOOL,Manhattan
"POINT(-73.98263093512486, 40.77973357069436)",TEMPO APARTMENTS,Manhattan
"POINT(-73.75940934989839, 40.76074399116912)",LAKESIDE TOWERS,Queens
"POINT(-73.98608495883205, 40.749757915256836)",GREGORY HOTEL,Manhattan
"POINT(-73.98227235141154, 40.779613027821206)",RUTGERS PRESBY CHURCH,Manhattan
"POINT(-73.93826340438235, 40.820597659348536)",SAMUEL CITY HOUSES BUILDING 6,Manhattan
"POINT(-73.93856072282723, 40.82037008391029)",SAMUEL CITY HOUSES BUILDING 7,Manhattan
"POINT(-73.93881299653714, 40.82048182007829)",SAMUEL CITY HOUSES BUILDING 9,Manhattan
"POINT(-73.939264822104, 40.82069286200578)",SAMUEL CITY HOUSES BUILDING 14,Manhattan
"POINT(-73.93941179968222, 40.820614723061794)",SAMUEL CITY HOUSES BUILDING 15,Manhattan
"POINT(-73.9394721502571, 40.8205250915527)",SAMUEL CITY HOUSES BUILDING 16,Manhattan
"POINT(-73.93957644586816, 40.820436437433315)",FREDERICK SAMUEL CITY BLDG 17,Manhattan
"POINT(-73.93958536195457, 40.82029717829556)",SAMUEL CITY HOUSES BUILDING 18,Manhattan
"POINT(-73.93930670270848, 40.82020450709718)",SAMUEL CITY HOUSES BUILDING 19,Manhattan
"POINT(-73.93921508494589, 40.82015962765039)",SAMUEL CITY HOUSES BUILDING 20,Manhattan
"POINT(-73.93895904140456, 40.82005170555948)",SAMUEL CITY HOUSES BUILDING 21,Manhattan
"POINT(-73.93870169079189, 40.82000101471499)",SAMUEL CITY HOUSES BUILDING 22,Manhattan
"POINT(-73.93859377920855, 40.81992560216988)",SAMUEL CITY HOUSES BUILDING 23,Manhattan
"POINT(-73.93834023511967, 40.8198319887874)",SAMUEL CITY HOUSES BUILDING 24,Manhattan
"POINT(-73.93821347330545, 40.8197746890884)",SAMUEL CITY HOUSES BUILDING 25,Manhattan
"POINT(-73.9377779814391, 40.81956269776825)",FREDERICK SAMUEL CITY BLDG 49,Manhattan
"POINT(-73.93724680736294, 40.81962631843946)",SAMUEL APARTMENTS BLDG 48,Manhattan
"POINT(-73.93772643827174, 40.81896014697589)",SAMUEL CITY HOUSES BUILDING 26,Manhattan
"POINT(-73.93779180668098, 40.81887624266896)",SAMUEL CITY HOUSES BUILDING 27,Manhattan
"POINT(-73.93909183065881, 40.81929758971896)",SAMUEL CITY HOUSES BUILDING 29,Manhattan
"POINT(-73.93915581822775, 40.81934913187992)",SAMUEL APARTMENTS BLDG 30,Manhattan
"POINT(-73.93922829033335, 40.81939137853005)",FREDERICK SAMUEL CITY BLDG 31,Manhattan
"POINT(-73.93943353815833, 40.819435125779)",FREDERICK SAMUEL CITY BLDG 32,Manhattan
"POINT(-73.9400217751685, 40.819789554264254)",FREDERICK SAMUEL CITY BLDG 35,Manhattan
"POINT(-73.99454673212101, 40.7351484767544)",PARSONS THE NEW SCHOOL FOR DESIGN,Manhattan
"POINT(-73.79530027127129, 40.80709201461823)",MARITIME COLLEGE INFIRMARY,The Bronx
"POINT(-73.98482671794918, 40.693965829970715)",CAFE METRO,Brooklyn
"POINT(-73.94663601956292, 40.79545001998716)",LEHMAN VILLAGE BUILDING 2,Manhattan
"POINT(-73.95059306501177, 40.822209429009696)",CITY COLL FIRE HOUSE ART STUDIO,Manhattan
"POINT(-73.89339210590585, 40.872554940227396)",LEHMAN COLLEGE - CONCERT HALL,The Bronx
"POINT(-73.79231266832804, 40.80439626098116)",MARITIME COLLEGE POWER PLANT,The Bronx
"POINT(-73.79625534601094, 40.80724093225172)",MARITIME COLLEGE B DORMITORY,The Bronx
"POINT(-73.8885593358076, 40.7967089048942)",RIKERS FIRE SAFTEY UNIT - FSU,The Bronx
"POINT(-73.7973123020729, 40.70416785372619)",GERTZ PLAZA MALL,Queens
"POINT(-73.89440421306863, 40.8720664388925)",LEHMAN COLLEGE - OLD GYM,The Bronx
"POINT(-73.91525474058393, 40.60915161696569)",EL CARIBE CLUB MARINA,Brooklyn
"POINT(-73.9565649977514, 40.81201109225526)",GENERAL GRANT HOUSES BLDG 7,Manhattan
"POINT(-73.80619864294334, 40.66573754623451)",HILTON GARDEN INN,Queens
"POINT(-73.99547636393164, 40.74764137264573)",FASHION INST B BUILDING,Manhattan
"POINT(-73.7854752799895, 40.70860943112502)",HIGHLAND CARE CENTER,Queens
"POINT(-73.86973661416965, 40.82012156841659)",CLASON POINT GARDENS BLDG 35,The Bronx
"POINT(-73.9825154480371, 40.72682044317709)",TOMPKINS SQ PRK PLAYGROUND AVE A,Manhattan
"POINT(-73.90556979977748, 40.828039367802035)",FRANKLIN AVE ARMORY WOMENS SHELTER,The Bronx
"POINT(-73.98116275450927, 40.72567799366318)",TOMPKINS SQ PRK PLAYGROUND AVE B,Manhattan
"POINT(-73.92077282797355, 40.644336100545765)",PIETER CLAESEN WYCKOFF HOUSE,Brooklyn
"POINT(-73.9562964750785, 40.76984778913084)",GREEK CATHEDRAL SC,Manhattan
"POINT(-74.16259413898335, 40.54122766172442)",OAKDALE ACADEMY,Staten Island
"POINT(-74.12138958508461, 40.61086510420824)",ST JOHN LUTH SCH,Staten Island
"POINT(-73.95106989899368, 40.70517732343393)",BEER MIRIAM SCHOOL,Brooklyn
"POINT(-73.95195402497556, 40.70609440172451)",TALMUD TORAH OF KASHO SCHOOL,Brooklyn
"POINT(-73.96182631739545, 40.62497271476475)",YESHIVA PREP HIGH SCHOOL,Brooklyn
"POINT(-73.98326551862051, 40.61007859155303)",YESHIVAH CHASDEI TORAH,Brooklyn
"POINT(-73.95565150452512, 40.706643561657394)",YESHIVA KEHILATH YAKOV KEAP ST,Brooklyn
"POINT(-73.9523853807972, 40.70709459961729)",BNOS CHAYIL SCHOOL,Brooklyn
"POINT(-73.98511567117043, 40.73400309038875)",FRIENDS SEMINARY SCHOOL,Manhattan
"POINT(-73.91755044622491, 40.87040546862158)",NORTHEASTERN ACADEMY,Manhattan
"POINT(-73.82802101681014, 40.84992452913113)",GREEK AMERICAN INSTITUTE,The Bronx
"POINT(-73.9459998668982, 40.691851266243916)",GEORGE H MURRAY CHRISTIAN ACADEMY,Brooklyn
"POINT(-73.94267943348173, 40.71118758405048)",ST JOHN THE EVANGELIST LUTHERAN SCHOOL,Brooklyn
"POINT(-73.9448589486679, 40.66750651209091)",ST MARKS DAY SCHOOL,Brooklyn
"POINT(-73.93551047298159, 40.66945134822127)",EBENEZER ME RUSSELL ELEMENTARY SCHOOL,Brooklyn
"POINT(-73.9520932694243, 40.671038679191696)",EPIPHANY LUTHERAN SCHOOL,Brooklyn
"POINT(-73.92206509025925, 40.65043716555456)",FLATBUSH SEVENTH DAY ADVENTIST SCHOOL,Brooklyn
"POINT(-73.95005129186947, 40.6397283590584)",ST STEPHENS LUTHERAN SCHOOL,Brooklyn
"POINT(-73.93535279857014, 40.651209077101285)",ELIM SEVENTH DAY ADVENTIST CHURCH,Brooklyn
"POINT(-73.93534150063016, 40.65124624008114)",EXCELSIOR SDA SCHOOL NORTHEASTERN ACADEMY BROOKLYN CAMPUS,Brooklyn
"POINT(-73.95775931242133, 40.63145647259016)",BROOKLYN SEVENTH DAY ADVENTIST SCHOOL,Brooklyn
"POINT(-73.83220695585015, 40.71411071078878)",BRAMSON ORT COLLEGE MAIN ANNEX,Queens
"POINT(-73.8839570247105, 40.75152906152462)",ST JOAN OF ARC,Queens
"POINT(-73.89185618177751, 40.74320755244414)",JACKSON HEIGHTS SEVENTH DAY ADVENTIST SCHOOL,Queens
"POINT(-73.733110970216, 40.663233530491745)",CHRIST LUTHERAN SCHOOL,Queens
"POINT(-73.74411061503737, 40.672904802575914)",LINDEN SEVENTH DAY ADVENTIST SCHOOL,Queens
"POINT(-73.90791771031516, 40.77729317943152)",QUEENS LUTHERAN SCHOOL GRACE ANNEX,Queens
"POINT(-73.90720797926492, 40.743695466115106)",GREATER NEW YORK ACADEMY OF SEVENTH DAY ADVENTIST,Queens
"POINT(-74.1145291142503, 40.571504228632264)",NEW DORP CHRISTIAN ACADEMY,Staten Island
"POINT(-74.03377586384988, 40.624785791633016)",DIMITRIOS & GEORGIA KALOIDIS PAROCHIAL SCHOOL,Brooklyn
"POINT(-74.01409277480181, 40.634924177420814)",BAY RIDGE CHRISTIAN ACADEMY,Brooklyn
"POINT(-73.93689332129216, 40.75363866324561)",EVANGEL CHRISTIAN CHURCH,Queens
"POINT(-73.94450143260019, 40.795512061170385)",HIGHWAY CHRISTIAN ACADEMY,Manhattan
"POINT(-73.93357499966895, 40.860763710477194)",FORT TRYON PARK STAN MICHELS PROMENADE,Manhattan
"POINT(-73.93373933032457, 40.86078594315547)",FORT TRYON PARK HEATHER GARDEN,Manhattan
"POINT(-73.93453720927157, 40.86081658762689)",FORT TRYON PARK PINE LAWN,Manhattan
"POINT(-73.9344078269733, 40.860299281464776)",FORT TRYON PARK BILLINGS LAWN,Manhattan
"POINT(-73.93477894646836, 40.860297479393445)",FORT TRYON PARK BILLINGS TERRACE,Manhattan
"POINT(-73.93535469526924, 40.85976648282997)",FORT TRYON PARK ESTATE ENTRANCE GATES,Manhattan
"POINT(-73.93441587758036, 40.85951062165606)",FORT TRYON PARK ACCESSIBLE ENTRANCE,Manhattan
"POINT(-73.93297304911309, 40.861721449606954)",FORT TRYON PARK MARGARET CORBIN MONUMENT,Manhattan
"POINT(-73.93339672834455, 40.85910814342893)",FORT TRYON PARK VOLLEYBALL,Manhattan
"POINT(-73.93401708050085, 40.85904057506965)",FORT TRYON PARK ELEVATOR,Manhattan
