coordinate,name,borough
"POINT(-74.0093270475315, 40.75066636273379)",PIER 64-W 24 ST,Manhattan
"POINT(-73.93593254820722, 40.59768789910018)",NOSTRAND HOUSES BUILDING 6,Brooklyn
"POINT(-73.86690090879438, 40.66828729663147)",PINK HOUSES BUILDING 2,Brooklyn
"POINT(-73.82915615708957, 40.844761716316164)",MIDDLETOWN PLAZA COMPLEX,The Bronx
"POINT(-73.88764262515336, 40.63371956442811)",BAY VIEW PROJECTS BUILDING 2,Brooklyn
"POINT(-73.98859993302447, 40.68330500967792)",GOWANUS HOUSES,Brooklyn
"POINT(-73.91693149792626, 40.813428967649216)",BETANCES IV HOUSES BUILDING 8,The Bronx
"POINT(-73.89437443670059, 40.843037387705124)",MURPHY PROJECTS,The Bronx
"POINT(-73.86577302216021, 40.8761570199664)",GUN HILL HOUSES COMPLEX,The Bronx
"POINT(-73.88080905165909, 40.6592529884687)",BOULEVARD HOUSES BUILDING 14,Brooklyn
"POINT(-73.86505159501615, 40.667192218297394)",L H PINK PROJECTS COMPLEX,Brooklyn
"POINT(-73.88678374892437, 40.6329887801334)",BAY VIEW HOUSES BUILDING 11,Brooklyn
"POINT(-73.92835922650524, 40.67096604358599)",PARK ROCK REHABS BUILDING 9,Brooklyn
"POINT(-73.93875886999213, 40.7035092205303)",BUSHWICK HOUSES BUILDING 6,Brooklyn
"POINT(-73.90433802023676, 40.669769728249804)",LOW PROJECTS BUILDING 3,Brooklyn
"POINT(-73.95987968704745, 40.68995733467889)",LAFAYETTE GARDENS BUILDING 1,Brooklyn
"POINT(-73.90899385178474, 40.67218533392917)",HOWARD PROJECTS BUILDING 7,Brooklyn
"POINT(-73.8877579951062, 40.63317661155962)",BAY VIEW PROJECTS BUILDING 6,Brooklyn
"POINT(-73.90476546026797, 40.66958093090418)",LOW HOUSES COMPLEX,Brooklyn
"POINT(-73.88594919389557, 40.633403921762344)",BAY VIEW HOUSES COMPLEX,Brooklyn
"POINT(-73.88691300771376, 40.63377290998978)",BAY VIEW PROJECTS BUILDING 7,Brooklyn
"POINT(-73.8290558659556, 40.84458189933498)",MIDDLETOWN PLAZA MAIN BUILDING,The Bronx
"POINT(-73.92338142106867, 40.67990344971143)",BREVOORT HOUSES BUILDING 6,Brooklyn
"POINT(-73.9470882049294, 40.73388410668998)",NEWTOWN CREEK INTERIM GRIT 3,Brooklyn
"POINT(-73.94782376522335, 40.73353909728712)",NEWTOWN CREEK WPCP ELECT RM 5,Brooklyn
"POINT(-73.881352773704, 40.66140081022578)",BOULEVARD PROJECTS BUILDING 7,Brooklyn
"POINT(-73.90440551293668, 40.816724561983435)",ADAMS HOUSES BUILDING 5,The Bronx
"POINT(-73.9856960987151, 40.74441892769398)",CARLTON HOTEL,Manhattan
"POINT(-73.94206427893982, 40.7851749148098)",SUCCESS ACADEMY HARLEM 3 LOWER,Manhattan
"POINT(-73.93799939655116, 40.59350519028447)",SHELLBANK-IS 14,Brooklyn
"POINT(-73.94449203194202, 40.795839010970745)",MOSAIC PREPARATORY ACADEMY,Manhattan
"POINT(-73.98130946043446, 40.738316724690904)",ASL & ENGLISH HIGH SCHOOL,Manhattan
"POINT(-73.94561200633648, 40.80678847238272)",HARLEM VILLAGE ACADEMIES WEST ELEMENTARY SCHOOL,Manhattan
"POINT(-73.89722275147686, 40.82338903458815)",BRONX LIGHTHOUSE COLLEGE PREP ACADEMY,The Bronx
"POINT(-73.92092591132788, 40.86895281512628)",INWOOD ACADEMY FOR LEADERSHIP CHARTER HIGH SCHOOL,Manhattan
"POINT(-73.9835247287966, 40.687388478653084)",PS 369,Brooklyn
"POINT(-73.97489673724714, 40.75797398489877)",THE NEW YORK PALACE HOTEL,Manhattan
"POINT(-73.8810266237701, 40.64622660890802)",IS 364,Brooklyn
"POINT(-73.92962418391224, 40.77670541690113)",POT COVE,Manhattan
"POINT(-73.95200226277697, 40.80610189115591)",MID MANH ADLT TRNG,Manhattan
"POINT(-73.91485368613276, 40.88529431630461)",WHITEHALL ANNEX,The Bronx
"POINT(-73.8739984228125, 40.82492141579132)",PS 123 KIERAN,The Bronx
"POINT(-73.9513414838503, 40.792273043012536)",CENTRAL PARK EAST 2 ELEMENTARY SCHOOL,Manhattan
"POINT(-73.89522235494658, 40.66700674831921)",THOMAS JEFFERSON HIGH SCHOOL COMPLEX,Brooklyn
"POINT(-73.95321365757029, 40.70386116289962)",BEGINNING WITH CHILDREN CHARTER SCHOOL 2 - HEYWARD ST,Brooklyn
"POINT(-74.00526659632791, 40.68715261156324)",PA OF N Y N J PIER 9 B,Brooklyn
"POINT(-73.9785014896399, 40.7642174916887)",PARKER MERIDIEN HOTL,Manhattan
"POINT(-73.90050752016431, 40.85957249840405)",ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,The Bronx
"POINT(-73.90053476892977, 40.85955775706717)",EAST FORDHAM ACADEMY FOR THE ARTS,The Bronx
"POINT(-73.94128939859559, 40.8087562427792)",SHILOH CHURCH CHRS,Manhattan
"POINT(-73.94837332221788, 40.82659975492106)",HAMILTON GRANGE POST OFFICE,Manhattan
"POINT(-73.77793279605856, 40.67995078747844)",CCS MONTESSORI CENTER,Queens
"POINT(-73.98832952550855, 40.62802966516603)",MINIJAN MIR CONGR,Brooklyn
"POINT(-73.92843121841595, 40.710093185208834)",WASTE MANAGEMENT OF NY VARICK AV,Brooklyn
"POINT(-73.94458955245506, 40.73514670638074)",ALLOCCO RECYCLING,Brooklyn
"POINT(-74.00947318684905, 40.638404257833784)",IGLESIA EMMANUEL PIEDRA VIVA IGLESIA CHURCH,Brooklyn
"POINT(-73.94162479351547, 40.80881361588888)",CHRIST TEMPLE IN THE VILLAGE OF HARLEM,Manhattan
"POINT(-73.9454035252611, 40.819175344127665)",GRACE CONGR CHURCH,Manhattan
"POINT(-73.99007758329817, 40.743270320751506)",HERITAGE HOTEL,Manhattan
"POINT(-74.07071210350956, 40.59296464268451)",CRISTAL ROOM,Staten Island
"POINT(-73.86943812472944, 40.84429824016981)",VILLAGE DAY CARE,The Bronx
"POINT(-73.73721295422256, 40.6757918633232)",LAURELTON-ROSEDALE SENIOR CENTER,Queens
"POINT(-73.94598662386535, 40.8243308438986)",HAMILTON GRANGE SENIOR CENTER,Manhattan
"POINT(-74.16284248009777, 40.60508685037905)",WILLOWBROOK PARK BAPT CH,Staten Island
"POINT(-73.75191489100108, 40.60546544361449)",MISS DS PLAYGROUP DAY CARE,Queens
"POINT(-74.1691819060827, 40.559515012538235)",GREENRIDGE SHOPPING PLZ,Staten Island
"POINT(-73.94605098094725, 40.824354258897195)",CONVENT AVE BAPTIST CHURCH,Manhattan
"POINT(-73.97819183548057, 40.74969162496382)",TUSCANY HOTL,Manhattan
"POINT(-73.99114777348764, 40.71198613833571)",RUTGERS HOUSES COMPLEX,Manhattan
"POINT(-73.98942673257409, 40.7222191706359)",HERNANDEZ HOUSE COMPLEX,Manhattan
"POINT(-73.94551247867896, 40.688153902910216)",ARMSTRONG 2 HOUSES BLDG 3,Brooklyn
"POINT(-73.93700275332502, 40.59761736203636)",NOSTRAND PROJECTS COMPLEX,Brooklyn
"POINT(-73.99916467381695, 40.57781485739696)",GRAVESEND HOUSES BUILDING 11,Brooklyn
"POINT(-73.82534369887057, 40.8239173044116)",THROGGS NECK PROJECTS BLDG 29,The Bronx
"POINT(-73.88091502594638, 40.662188269884695)",BOULEVARD HOUSES BUILDING 9,Brooklyn
"POINT(-73.93748543300293, 40.718518713665965)",COOPER PARK HOUSES BUILDING 7,Brooklyn
"POINT(-73.9483863602314, 40.79455120010438)",LEHMAN VILLAGE BUILDING 3,Manhattan
"POINT(-73.88236524856434, 40.66103380774118)",BOULEVARD PROJECTS BUILDING 4,Brooklyn
"POINT(-73.99964570984255, 40.579516147004135)",GRAVESEND HOUSES BUILDING 13,Brooklyn
"POINT(-73.84392770784137, 40.88359553153251)",BAYCHESTER PROJECTS,The Bronx
"POINT(-73.99915490161536, 40.578842406261465)",GRAVESEND HOUSES COMPLEX,Brooklyn
"POINT(-73.93139964344577, 40.799850119554456)",WAGNER HOUSES BUILDING 12,Manhattan
"POINT(-73.97854962832763, 40.71925859324573)",BARUCH PROJECTS BUILDING 17,Manhattan
"POINT(-73.90956530572186, 40.67159023536921)",HOWARD HOUSES COMPLEX,Brooklyn
"POINT(-73.78458997920833, 40.59282103083836)",OCEAN BAY-OCEANSIDE BLDG 7,Queens
"POINT(-73.98723698914594, 40.71213214000574)",LA GUARDIA PROJECTS,Manhattan
"POINT(-73.88170599464335, 40.661863361815605)",BOULEVARD HOUSES BUILDING 6,Brooklyn
"POINT(-73.8827166584227, 40.66142234630258)",BOULEVARD HOUSES BUILDING 3,Brooklyn
"POINT(-73.8834148793859, 40.66129295939064)",BOULEVARD HOUSES BUILDING 1,Brooklyn
"POINT(-73.99950305593488, 40.57888121482185)",GRAVESEND HOUSES BUILDING 14,Brooklyn
"POINT(-73.90477769880347, 40.78251806178035)",CON ED RADIO COMMUNICATION BLDG,Queens
"POINT(-73.89637981074986, 40.78509542792893)",CON ED 34 ST GATE,Queens
"POINT(-74.17062078951574, 40.540177648376485)",HOLY CHLD CHUR NEW,Staten Island
"POINT(-73.89841929667756, 40.80079954418481)",NORTH BROTHER ISLAND,The Bronx
"POINT(-73.94291554655119, 40.79617452193364)",J W JOHNSON PROJECTS BLDG 7,Manhattan
"POINT(-73.94518066403312, 40.79743838453941)",TAFT PROJECTS BUILDING 8,Manhattan
"POINT(-73.9181588402755, 40.822330088704504)",JACKSON PROJECTS,The Bronx
"POINT(-73.86517128177091, 40.82304862798556)",JAMES MONROE SENIOR CENTER,The Bronx
"POINT(-73.85222056015564, 40.87025661113935)",E CHESTER GARDENS,The Bronx
"POINT(-73.86508015529378, 40.82267079522124)",MONROE PROJECTS COMPLEX,The Bronx
"POINT(-73.90828065912572, 40.67289544204696)",HOWARD PROJECTS BUILDING 10,Brooklyn
"POINT(-73.91060852587421, 40.85391876524871)",HARRISON AVENUE REHAB GROUP B,The Bronx
"POINT(-73.95009247880719, 40.69776779596508)",MARCY HOUSES BUILDING 4,Brooklyn
"POINT(-73.9870823502146, 40.68400731326982)",GOWANUS PROJECTS BUILDING 5,Brooklyn
"POINT(-73.922127513874, 40.812098123885775)",MOTT HAVEN PROJECTS,The Bronx
"POINT(-73.80143922005047, 40.809865188048455)",MARITIME COLLEGE WATER PUMP BLDG,The Bronx
"POINT(-73.90866264648406, 40.67097958391832)",HOWARD PROJECTS BUILDING 6,Brooklyn
"POINT(-73.94575885159497, 40.780768235146795)",HOLMES TOWERS BUILDING 1,Manhattan
"POINT(-73.95221565377875, 40.69844413498311)",MARCY PROJECTS BUILDING 12,Brooklyn
"POINT(-73.97989871631421, 40.59133627660626)",MARLBORO PROJECTS BUILDING 20,Brooklyn
"POINT(-73.93907196051828, 40.79468865407584)",JEFFERSON PROJECTS BUILDING 10,Manhattan
"POINT(-73.845086552739, 40.88613668534401)",EDENWALD HOUSES COMPLEX,The Bronx
"POINT(-73.98202547584134, 40.63760579106663)",GAN YISROEL SCHOOL (GIRLS),Brooklyn
"POINT(-73.99450070727545, 40.64172969303553)",SHEMA KOLAINU HEAR OUR VOICES SCHOOL,Brooklyn
"POINT(-73.76030991549267, 40.73317051086143)",YESHIVA ACADEMY OF SOUTH QUEENS,Queens
"POINT(-73.83914016777989, 40.83995959024121)",PELHAM LAB HIGH SCHOOL,The Bronx
"POINT(-73.9111226451475, 40.83988430356057)",NEW DIRECTIONS SECONDARY SCHOOL,The Bronx
"POINT(-73.88728670423248, 40.88144625526709)",WORLD VIEW HIGH SCHOOL,The Bronx
"POINT(-73.88721860486247, 40.88127750432679)",BRONX COLLABORATIVE HIGH SCHOOL,The Bronx
"POINT(-73.99526122323209, 40.717064264460035)",WYNDHAM GARDEN HOTEL CHINATOWN,Manhattan
"POINT(-73.95562320996841, 40.81482378487257)",SHELTERING ARMS POOL,Manhattan
"POINT(-73.99519363533781, 40.71842637072983)",BEST WESTERN BOWERY HANBEE HOTEL,Manhattan
"POINT(-73.74605916029742, 40.6982346102832)",INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,Queens
"POINT(-73.9334802051929, 40.74353551861121)",INTERNATIONAL HS,Queens
"POINT(-73.88752841736793, 40.72899726908218)",MASPETH HIGH SCHOOL,Queens
"POINT(-73.89347988885882, 40.728575581825915)",GERALDINE A FERRARO CAMPUS,Queens
"POINT(-73.88821403042814, 40.71147424838831)",MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL,Queens
"POINT(-73.90236087410695, 40.75682541693085)",ACADEMY OF THE CITY CHARTER SCHOOL,Queens
"POINT(-73.75245849380329, 40.60115739870356)",PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,Queens
"POINT(-74.0909507162541, 40.60259837256382)",NAPLES STREET ELEMENTARY SCHOOL,Staten Island
"POINT(-74.08351427456607, 40.64754777622951)",PS 59,Staten Island
"POINT(-73.90468026548615, 40.83610784250457)",SUCCESS ACADEMY CHARTER SCHOOL BRONX 2 (K - 4),The Bronx
"POINT(-73.88270782865978, 40.85514460898283)",BRONX ACADEMY FOR SOFTWARE ENGINEERING,The Bronx
"POINT(-73.91938248821785, 40.812785983213004)",BRILLA COLLEGE PREP CHARTER SCHOOL,The Bronx
"POINT(-73.92162994777675, 40.80886296935252)",NEW YORK CITY MONTESSORI CHARTER SCHOOL,The Bronx
"POINT(-73.8428611649536, 40.85676765330944)",ICAHN CHARTER SCHOOL 3,The Bronx
"POINT(-73.9230686922839, 40.822986483439216)",PS 359,The Bronx
"POINT(-73.9121027835259, 40.814961466763556)",HOSTOS LINCOLN ACADEMY OF SCIENCE,The Bronx
"POINT(-73.92591702324863, 40.8137594363534)",SUCCESS ACADEMY CHARTER SCHOOL BRONX 1,The Bronx
"POINT(-73.92093300282411, 40.852899307589134)",PS 274,The Bronx
"POINT(-73.86356668433824, 40.85426182720513)",DOMINIC CASTORE EDUCATIONAL CAMPUS,The Bronx
"POINT(-73.86364018779452, 40.854277447390835)",YOUNG VOICES ACADEMY OF THE BRONX,The Bronx
"POINT(-73.83913652635695, 40.840072171185234)",BRONX RIVER HIGH SCHOOL,The Bronx
"POINT(-73.83912991768894, 40.840018428137775)",SCHUYLERVILLE PREPARATORY HIGH SCHOOL,The Bronx
"POINT(-74.00373665810066, 40.70661834844583)",SOUTH ST SEAPORT M,Manhattan
"POINT(-73.86944691008406, 40.83786627158886)",ST ANTHONY HEAD START,The Bronx
"POINT(-73.88469979467234, 40.85137255051093)",TRABAJAMOS COMMUNITY HEAD START CROTONA AV,The Bronx
"POINT(-73.949332073695, 40.78919457908455)",CHILDRENS AID SOCIETY EAST HARLEM CENTER,Manhattan
"POINT(-73.97781230153544, 40.749438812190014)",COURT HOTEL,Manhattan
"POINT(-73.82170487839157, 40.757704950324566)",AGAPE NURSERY SCHOOL,Queens
"POINT(-73.93937020775948, 40.81080710785808)",GREATER CENTRAL BAPTIST CHURCH,Manhattan
"POINT(-73.97373129844772, 40.78310728952592)",EXCELSIOR HOTL,Manhattan
"POINT(-73.74137025376928, 40.676665417504104)","CARE & LOVE CENTER, INC.",Queens
"POINT(-74.00389441668797, 40.706366766931104)",AA LOW BUILDING,Manhattan
"POINT(-74.00747731908302, 40.70958407915833)",DOWNTOWN LITTLE SCHOOL,Manhattan
"POINT(-74.0041446646265, 40.7062324897408)",IMAGINATION PLAYGROUND JOHN ST,Manhattan
"POINT(-73.89152050983682, 40.539768674489174)",ROCKAWAY SHOAL BUOY 2,
"POINT(-73.85624062493405, 40.815038345470875)",WOMENS ACADEMY OF EXCELLENCE HIGH SCHOOL,The Bronx
"POINT(-73.85621230831049, 40.8149716397022)",ARCHIMEDES ACADEMY FOR MATH SCIENCE AND TECHNOLOGY APPLICATIONS,The Bronx
"POINT(-73.85618637923953, 40.81489772882023)",THE BRONX MATHEMATICS PREPARATORY SCHOOL,The Bronx
"POINT(-73.94902651124669, 40.774358543983546)",WEE CARE CHILD CARE,Manhattan
"POINT(-74.00766317146726, 40.63414122957524)",STAR AMERICA PRE SCHOOL,Brooklyn
"POINT(-73.97071404593679, 40.788951806116394)",COLUMBUS PRE-SCHOOL,Manhattan
"POINT(-73.95003540578125, 40.68158062355953)",ALHAMBRA APTS,Brooklyn
"POINT(-73.92189428102905, 40.68784785177948)",MADISON COMMUNTIY GREENTHUMB GARDEN,Brooklyn
"POINT(-73.94342769289909, 40.83054459086677)",CONGREGATIONAL CH,Manhattan
"POINT(-73.98591413421286, 40.75917978610045)",LUNT FONTANNE THEATRE,Manhattan
"POINT(-73.91497897811028, 40.65577218222653)",EAST FLATBUSH LIBRARY,Brooklyn
"POINT(-73.99719646749585, 40.74452657725763)",EMUNATH ISRAEL CONGREGATI,Manhattan
"POINT(-73.85354761381852, 40.73342302067281)",FOREST PARK PRESCHOOL,Queens
"POINT(-73.95419088519942, 40.67501392732176)",FRIENDS OF CROWN HEIGHTS MAIN HEADQUARTERS,Brooklyn
"POINT(-73.89399765589205, 40.70414385209877)",RIDGEWOOD YMCA,Queens
"POINT(-73.98670025645559, 40.746689642010196)",WOLCOTT HOTEL,Manhattan
"POINT(-73.91215996815934, 40.65465532315287)",BROOKDALE UNIVERSITY HOSPITAL & MEDICAL CENTER,Brooklyn
"POINT(-73.99685368829415, 40.74435984796868)",CHELSEA HOTL,Manhattan
"POINT(-73.99710741259167, 40.71420095504491)",CONFUCIUS PLAZA,Manhattan
"POINT(-73.9837130850921, 40.71653962713662)",L018,Manhattan
"POINT(-73.92978466933313, 40.73089441410199)",CALVARY PARK,Queens
"POINT(-73.93256586278565, 40.73603871106972)",CALVARY OLD CEMETERY,Queens
"POINT(-73.91746977018032, 40.73514123869889)",CALVARY CEMETERY,Queens
"POINT(-73.88222691442516, 40.690991353477116)",CEMETERY OF SHERETH ISRAEL,Queens
"POINT(-74.1530878826771, 40.62049911679468)",BARON DE HIRSCH CEMETERY,Staten Island
"POINT(-73.94253412686854, 40.64707419481419)",CEMETERY OF THE HOLY CROSS,Brooklyn
"POINT(-73.88029235260367, 40.69073882559097)",SALEM FIELD CEMETERY,Queens
"POINT(-73.9131830922616, 40.742232993295936)",NEW CALVARY CEMETERY,Queens
"POINT(-73.93200179798812, 40.66543254588669)",ALL MY CHILDREN DAYCARE & NURSERY SCHOOLS CROWN ST,Brooklyn
"POINT(-73.93529868534597, 40.65079572458697)",CHRISTIAN LEARNING CENTER DAY CARE,Brooklyn
"POINT(-73.7948145930375, 40.68704478097248)",AFRO-AMERICAN PARENTS DAY CARE SUTPHIN BLVD,Queens
"POINT(-74.0082974482478, 40.604977193725)",SUNFLOWER DAY CARE CENTER,Brooklyn
"POINT(-73.89000943474507, 40.74631925302975)",ELMHURST JACKSON HEIGHTS SENIOR CENTER,Queens
"POINT(-73.85376589814932, 40.898004747187464)",RAIN NEREID SENIOR CENTER,The Bronx
"POINT(-73.99902573933255, 40.71604306006748)",CHINATOWN SENIOR CITIZEN CENTER,Manhattan
"POINT(-73.93947058189904, 40.812847329303374)",JOHN ROZIER HANSBOROUGH REC CTR,Manhattan
"POINT(-73.91957539621528, 40.660296165599526)",PRECIOUS EARLY CHILDHOOD ACADEMY,Brooklyn
"POINT(-73.75674738013382, 40.74982214467865)",BAYSIDE SENIOR CENTERS,Queens
"POINT(-73.81416155240647, 40.71156762910554)",ALEPH BET ACADEMY,Queens
"POINT(-73.76387816885612, 40.67255195430375)",ROBERT COUCHE SENIOR CITIZEN CENTER,Queens
"POINT(-73.98891041698776, 40.66348808155147)",PROSPECT HILL SENIOR SERVICES CENTER,Brooklyn
"POINT(-73.8768565795825, 40.70923223459853)",MIDDLE VILLAGE ADULT CENTER,Queens
"POINT(-74.00149465279172, 40.67483986178875)",STRONG PLACE FOR HOPE DAY CARE CLINTON ST,Brooklyn
"POINT(-73.89706701793901, 40.84764412978945)",ST JOSEPHS RC CHURCH,The Bronx
"POINT(-73.90809335790729, 40.86027187523659)",LIL INVENTORS CHILD CARE ANDREWS AVE N,The Bronx
"POINT(-73.85601899245428, 40.73970279328967)",INTERNATIONAL CHILDREN SCHOOL,Queens
"POINT(-73.75295733488049, 40.694435846601166)",TENDER YEARS DAY CARE,Queens
"POINT(-73.80918489411708, 40.765714766360645)",BAYSIDE LUTHERAN SCHOOL,Queens
"POINT(-73.95527707565046, 40.7842156062126)",BRICK CHURCH SCHOOL,Manhattan
"POINT(-73.9031392824975, 40.833203743519306)",DREW PLAYGROUND,The Bronx
"POINT(-73.9948733106607, 40.703089040271784)",FULTON FERRY TERM AREA,Brooklyn
"POINT(-73.93587063477098, 40.641895759877926)",ST AUGUSTINES EPISCOPAL CHURCH,Brooklyn
"POINT(-73.87062845002677, 40.89330708374442)",THE LAKE IN WOODLAWN CEMETERY,The Bronx
"POINT(-74.09694857439983, 40.621525285353066)",SILVERLAKE CEMETERY,Staten Island
"POINT(-74.21284064261006, 40.55616003787649)",BLASING STAR BURIEL GRND,Staten Island
"POINT(-73.93077034382162, 40.799607409182705)",WAGNER HOUSES BUILDING 11,Manhattan
"POINT(-73.9212762845202, 40.67576109358935)",KINGSBOROUGH HOUSES BLDG 16,Brooklyn
"POINT(-73.92177322136259, 40.63576089867779)",GLENWOOD HOUSES BUILDING 7,Brooklyn
"POINT(-73.86861691473297, 40.86726450682031)",PARKSIDE PROJECTS BUILDING 14,The Bronx
"POINT(-73.82337593249035, 40.82219011921685)",THROGGS NECK PROJECTS COMPLEX,The Bronx
"POINT(-73.9969759353727, 40.57216451578289)",CONEY ISLAND HOUSES BLDG 2,Brooklyn
"POINT(-73.86777683374382, 40.819308054177405)",SACK-WERN HOUSES,The Bronx
"POINT(-73.89175472131463, 40.67287698406951)",FIORENTINO PLAZA HOUSES,Brooklyn
"POINT(-73.90971793790686, 40.671394300166405)",HOWARD HOUSES BUILDING 3,Brooklyn
"POINT(-73.90837190224971, 40.68100824402608)",OCEAN HILL APARTMENTS,Brooklyn
"POINT(-73.99635318049071, 40.57230152097623)",CONEY ISLAND HOUSES BLDG 3,Brooklyn
"POINT(-73.90229652767036, 40.66470116859233)",C WOODSON PROJECTS COMPLEX,Brooklyn
"POINT(-73.92437282373697, 40.6805809246232)",BREVOORT PROJECTS BUILDING 8,Brooklyn
"POINT(-73.91779716766104, 40.80521108451857)",MILL BROOK HOUSES COMPLEX,The Bronx
"POINT(-74.00021570869278, 40.57991880440253)",GRAVESEND HOUSES BUILDING 3,Brooklyn
"POINT(-73.94541809324619, 40.780699907675505)",JOHN H HOLMES TOWERS,Manhattan
"POINT(-73.94541488418446, 40.79478747262843)",DEWITT CLINTON PROJECTS,Manhattan
"POINT(-73.94165157092067, 40.79114480031608)",FRANKLIN PLAZA COMPLEX,Manhattan
"POINT(-73.88034206938977, 40.66138138796998)",BOULEVARD HOUSES BUILDING 10,Brooklyn
"POINT(-73.90810830548057, 40.81761947489458)",ST MARYS PARK HOUSES,The Bronx
"POINT(-74.00239927576415, 40.74900207846653)",ELLIOTT PROJECTS COMPLEX,Manhattan
"POINT(-73.88856087489526, 40.79725145787871)",RIKER'S IS POWER HOUSE,The Bronx
"POINT(-73.89586362597787, 40.87237929304535)",DAVIS HALL,The Bronx
"POINT(-73.88521528246962, 40.86252712601777)",FORDHAM UNIVERSITY ALPHA HOUSE,The Bronx
"POINT(-73.80113423039155, 40.80917365970935)",MARITIME COLLEGE FRONT GATE,The Bronx
"POINT(-73.95169382285913, 40.631887978856746)",BOYLAN HALL,Brooklyn
"POINT(-73.90017284188583, 40.89079807277861)",MANHATTAN COLLEGE DRADDY GYM,The Bronx
"POINT(-73.9162894059862, 40.884101504986965)",LEHMAN COLL PRESIDENTS HOUSE,The Bronx
"POINT(-73.98985490020395, 40.692023429847055)",BK LAW SCHOOL,Brooklyn
"POINT(-73.94874579504399, 40.819900096378426)",CITY COLL ADMINISTRATION BLDG,Manhattan
"POINT(-73.88585625653228, 40.8631140254509)",FORDHAM UNIVERSITY FABER HALL,The Bronx
"POINT(-73.98036123269593, 40.69118773334894)",L I U LIBRARY LEARNING CENTER,Brooklyn
"POINT(-73.89564020911811, 40.8728829424466)",LEHMAN COLLEGE SHUSTER HALL,The Bronx
"POINT(-73.94979062096766, 40.82064557356194)",CITY COLLEGE WINGATE HALL,Manhattan
"POINT(-73.89568008088699, 40.87214860235154)",LEHMAN COLLEGE GREENHOUSE,The Bronx
"POINT(-73.94909479676208, 40.81940967356103)",CITY COLL MARSHAK BUILDING,Manhattan
"POINT(-73.88568644817249, 40.86273199371855)",FORDHAM UNIVERSITY LOYOLA HALL,The Bronx
"POINT(-73.89582359034436, 40.871903915187424)",LEHMAN COLLEGE BOOKSTORE,The Bronx
"POINT(-73.95018138091447, 40.82097886344789)",HARRIS HALL,Manhattan
"POINT(-73.94800059051708, 40.820605014306985)",CCNY MAIN BUILDING,Manhattan
"POINT(-73.86148694173934, 40.7545533030034)",LOUIS ARMSTRONG HOUSE,Queens
"POINT(-73.79554366072853, 40.807196403726536)",MARITIME COLL CLUTE DINING HALL,The Bronx
"POINT(-73.7949400017143, 40.80656988090547)",MARITIME COLLEGE C DORMITORY,The Bronx
"POINT(-73.89374234534836, 40.872050248701946)",LEHMAN COLLEGE LIBRARY,The Bronx
"POINT(-73.79708040233277, 40.808130447781686)",MARITIME COLLEGE GYM,The Bronx
"POINT(-73.87477523286444, 40.87278433835515)",X 398,The Bronx
"POINT(-73.91990879274715, 40.83956508860353)",BRONX ACADEMY OF PROMISE CHARTER SCHOOL,The Bronx
"POINT(-73.97533162991238, 40.627295521836835)",CHEDER SCHOOL,Brooklyn
"POINT(-73.95955103834463, 40.706065211085885)",YESHIVA TZEMACH TZADIK VIZNITZ,Brooklyn
"POINT(-73.9826412902282, 40.625461674866656)",YESHIVA IMREI CHAIM VISNITZ BOYS SCHOOL,Brooklyn
"POINT(-73.99716548151422, 40.60143473783879)",ELITE ACADEMY OF SCIENCE & TECHNOLOGY (EAST) HIGH SCHOOL,Brooklyn
"POINT(-73.99562256608824, 40.64098046250342)",NESIVOS BAIS YAAKOV SCHOOL,Brooklyn
"POINT(-73.97571939206135, 40.63354707808448)",YESHIVA NESIVOS CHAIM,Brooklyn
"POINT(-73.94622475939512, 40.659546739282575)",YESHIVA DARCHAI MENACHEM,Brooklyn
"POINT(-73.96861328394594, 40.62058012338425)",YESHIVA SHAARE RAHAMIN,Brooklyn
"POINT(-73.83156747797074, 40.70658917927011)",TIFERES TORAH INSTITUTE SCHOOL,Queens
"POINT(-73.99551988378187, 40.679591427055655)",HANNAH SENESH COMMUNITY DAY SCHOOL,Brooklyn
"POINT(-73.95009220718529, 40.60680843420223)",BAIS YAAKOV OHEL SARAH SCHOOL SARAH DABAH CAMPUS,Brooklyn
"POINT(-73.82316102648394, 40.72795034805833)",MESIVTA YESODEI YESHURUN SCHOOL,Queens
"POINT(-73.95712717092879, 40.61896673248889)",MARILYN DAVID IVDU UPPER SCHOOL,Brooklyn
"POINT(-73.95732610600905, 40.62008495353697)",MESIVTA BAIS ARON TZVI VERETZKY SCHOOL,Brooklyn
"POINT(-73.93716843977482, 40.66660067918979)",YESHIVA BEIS CHAYA MUSHKA,Brooklyn
"POINT(-73.95735145368396, 40.69951164359594)",BETH CHANA SCHOOL,Brooklyn
"POINT(-73.94466539933815, 40.61398597287143)",HAOR BEACON SCHOOL,Brooklyn
"POINT(-73.84788145747527, 40.73020523508645)",QUEENS JEWISH CENTER,Queens
"POINT(-73.96739594886321, 40.58673413222592)",YESHIVAT MAGEN ABRAHAM,Brooklyn
"POINT(-73.98649030094423, 40.62324287575987)",TALMUD TORAH OHR MOSHE SCHOOL,Brooklyn
"POINT(-73.74234024550495, 40.59956894759004)",TORAH ACADEMY FOR GIRLS HIGH SCHOOL,Queens
